事件名,严格断言数,全部断言数,受控角色数,省域数,观测起,观测止,状态
革命斗争史资料26卷,0,3,0,0,,,context_only
保三团进攻易武,0,8,2,0,,,strict_backbone
淮河船只进出口规定,0,2,0,0,,,context_only
火红武装起义,2,12,10,0,1948-07-01,1948-07-31,strict_backbone
共产国际第二次代表大会,0,2,2,0,,,strict_backbone
《蜡炬》社,0,15,2,0,,,strict_backbone
淮阴战斗,0,6,4,0,,,strict_backbone
送信与熊口突围准备,0,3,0,0,,,context_only
莲塘战斗,0,3,3,0,,,strict_backbone
陈家坝六二事件,0,2,0,0,,,context_only
南昌起义、广州起义,0,0,0,0,,,isolated
刀会暴乱平息行动,0,4,2,1,1944-01-01,1949-12-31,strict_backbone
赣州青年干社,0,1,1,0,,,strict_backbone
北伐军二军六师入闽,0,3,0,0,,,context_only
皖南抗战,0,6,2,1,,,strict_backbone
津寨边区特支,1,1,1,0,,,strict_backbone
蒋桂冲突,0,2,2,0,,,strict_backbone
长存堡战斗,0,5,1,0,,,strict_backbone
王屏藩起义,0,3,0,0,,,context_only
各界人民代表会议,0,12,5,0,,,strict_backbone
沅江工农革命运动,0,8,1,0,,,strict_backbone
闽浙赣反围剿,0,1,0,0,,,context_only
报复屠杀,0,3,1,0,,,strict_backbone
肃清股匪,0,4,1,1,,,strict_backbone
三·三一反革命事件,0,3,0,0,,,context_only
战地救护队,0,1,0,0,,,context_only
较场口暴行,0,3,0,0,,,context_only
元江东岸战斗,0,1,1,0,,,strict_backbone
连山城战斗,0,2,1,0,,,strict_backbone
一二九运动游行,0,2,2,0,,,strict_backbone
安源煤矿工人暴动,1,4,4,1,1920-01-01,1920-12-31,strict_backbone
重庆游行大会,0,3,0,0,,,context_only
红一方面军长征过昆明,0,3,1,1,,,strict_backbone
围歼宿城之敌/拦截徐州之敌,0,0,0,0,,,isolated
阻止迁厂斗争,0,7,0,0,,,context_only
清匪、反霸、减租、退押、征粮,0,0,0,0,,,isolated
党的组织问题与弱点,0,5,0,0,,,context_only
少数民族区域剿匪,0,3,0,0,,,context_only
如皋城沦陷与收复背景,0,6,2,0,,,strict_backbone
吃大户、分谷米,0,3,3,0,,,strict_backbone
解放重庆,0,10,3,0,,,strict_backbone
七南八队,0,8,0,0,,,context_only
征借粮食,0,10,2,0,,,strict_backbone
黄鹤楼会议,0,3,1,0,,,strict_backbone
《为建立川黔边根据地军事行动的决定》,0,3,0,0,,,context_only
纪念八一三保卫大武汉宣传活动,0,3,1,1,,,strict_backbone
上海会议/返赣,0,1,1,0,,,strict_backbone
发展地下武装,0,2,0,0,,,context_only
醴陵团组织建立,0,6,2,0,,,strict_backbone
工运与士兵运动,0,6,2,0,,,strict_backbone
伪军师长登场/军人被俘论战,0,1,0,0,,,context_only
大西南解放,0,6,0,0,,,context_only
漳州战斗,0,9,6,0,,,strict_backbone
苏区中央局第一次扩大会议,2,3,2,0,,,strict_backbone
同情区方针,0,3,0,0,,,context_only
敌后解放区,0,3,0,0,,,context_only
冬学,0,7,3,0,,,strict_backbone
农民协会斗争,0,2,0,0,,,context_only
合围作战,0,5,0,0,,,context_only
华蓥山联合起义,0,5,1,0,,,strict_backbone
宜章县阻击战,0,6,2,0,,,strict_backbone
抢修船坞,0,3,0,0,,,context_only
便衣追捕/飞虎队行动,0,2,0,0,,,context_only
惠水剿匪成果,0,2,0,0,,,context_only
牵制敌军迎接长征,0,5,0,0,,,context_only
六·一三反革命起义,0,1,0,0,,,context_only
党内斗争,0,3,0,0,,,context_only
五八惨案,0,3,1,1,,,strict_backbone
千日战斗在羊场,0,6,0,0,,,context_only
宜良昆湖电厂保卫战,0,3,1,0,,,strict_backbone
社教活动,0,3,0,0,,,context_only
周覃播花剿匪,0,1,0,0,,,context_only
颁布卫生人员职责,0,2,0,0,,,context_only
中山社,0,1,1,0,,,strict_backbone
反饥饿、反迫害、争温饱、争生存罢教斗争,1,1,1,0,,,strict_backbone
成立学生联合会,0,3,1,0,,,strict_backbone
宿县抗日游击队建立(战斗与恢复组织),0,4,4,0,,,strict_backbone
柿树岭之战,0,2,2,0,,,strict_backbone
赣南、湘南游击战争,0,2,0,0,,,context_only
民兵团,0,2,0,0,,,context_only
雅阳寨包围战等剿匪战役,0,2,0,0,,,context_only
凯里区斗争大会,1,5,5,0,,,strict_backbone
冷家坝战斗,0,2,0,0,,,context_only
请愿团,0,6,0,0,,,context_only
召开匪属座谈会,0,3,0,0,,,context_only
便水战,0,2,2,0,,,strict_backbone
反美扶日运动,10,122,50,1,1948-01-01,1948-12-31,strict_backbone
土产联营与物资交流,0,2,1,0,,,strict_backbone
挺进江外与反共联防斗争,0,2,0,0,,,context_only
牌楼战斗,0,3,3,0,,,strict_backbone
陈毅前期统战工作,0,6,2,0,,,strict_backbone
宛西战役,0,2,0,0,,,context_only
群众游击战,1,5,3,1,,,strict_backbone
天目山反顽战斗,0,3,2,0,,,strict_backbone
攻打长沙战役,5,6,5,0,,,strict_backbone
七五农潮,0,2,2,0,,,strict_backbone
越南革命者,1,3,1,0,,,strict_backbone
九江工人运动,0,6,1,0,,,strict_backbone
三战区训练总队政训室,0,3,0,0,,,context_only
黄桥作战,0,3,0,0,,,context_only
工人热烈支前,1,5,3,0,,,strict_backbone
急性土改,0,6,4,0,,,strict_backbone
限期完成净化任务,0,1,0,0,,,context_only
缴枪不杀,0,4,1,1,,,strict_backbone
塘马村战斗,0,3,0,0,,,context_only
《中国社会各阶级的分析》,0,2,0,0,,,context_only
鄂南抗日游击大队,0,5,2,0,,,strict_backbone
涡北大队,0,2,0,0,,,context_only
敌伪顽夹击下坚持斗争,0,2,0,0,,,context_only
彻底翻身解放/人民民主专政,0,1,0,0,,,context_only
'清剿'行动,0,3,1,0,,,strict_backbone
广州武昌长沙起义失败,0,3,0,0,,,context_only
团与青年工作竞赛,0,2,2,0,,,strict_backbone
雷公山全围,0,2,0,0,,,context_only
里下河秘密工作,0,1,0,0,,,context_only
川西破除迷信同盟会,1,8,3,1,,,strict_backbone
271师及保五团叛变,0,3,0,0,,,context_only
会泽县城战斗,0,2,2,0,,,strict_backbone
东台暴动,0,3,1,0,,,strict_backbone
游击队组织,0,2,0,0,,,context_only
派地下党员回郎岱开展武装斗争,1,3,1,0,,,strict_backbone
贵州解放前夕事件,0,2,0,0,,,context_only
光复南京,0,2,2,0,,,strict_backbone
党训班,5,46,12,1,,,strict_backbone
榕江战斗,2,3,3,0,,,strict_backbone
打倒蒋介石解放全中国,0,3,0,0,,,context_only
武汉国民政府成立,0,15,0,0,,,context_only
反贪污反浪费反官僚主义斗争,0,2,2,0,1949-01-01,1949-12-31,strict_backbone
武汉克复,0,2,2,0,,,strict_backbone
攻打双河镇/关防铺,0,2,2,0,,,strict_backbone
革勒战斗,0,21,21,0,,,strict_backbone
法租界电车大罢工,0,2,2,0,,,strict_backbone
中华共进会,0,5,2,0,,,strict_backbone
减租退押征粮运动,0,2,0,0,,,context_only
整社阶级政策,0,3,1,0,,,strict_backbone
江彰平北青松山防总队,1,2,2,0,,,strict_backbone
总结工作,0,1,1,0,,,strict_backbone
红河渡江战役,0,2,2,1,,,strict_backbone
昆明进步师生斗争,0,3,0,0,,,context_only
秋收增加工资斗争,0,1,1,0,,,strict_backbone
法电工会成立,0,2,0,0,,,context_only
四·九起义,0,3,0,0,,,context_only
粤汉路工人俱乐部联合会,1,3,3,0,,,strict_backbone
围剿天堂根据地,1,3,1,0,,,strict_backbone
皖南特委会议,0,5,2,0,,,strict_backbone
清溪乡自卫大队,0,2,2,0,,,strict_backbone
进军舟山本岛,0,3,3,0,,,strict_backbone
崇义军民大会,0,2,0,0,,,context_only
新干河下牺牲事件,0,1,0,0,,,context_only
小甸集小学革命活动,0,2,2,0,,,strict_backbone
帽子峰战斗,0,4,3,0,,,strict_backbone
匪首伏法,0,1,0,0,,,context_only
两湖暴动,0,10,7,0,,,strict_backbone
炉山县接管工作,0,7,1,0,,,strict_backbone
昭通和平解放,1,3,1,1,,,strict_backbone
曹锟贿选,2,3,3,0,,,strict_backbone
便水战斗,3,44,11,4,,,strict_backbone
边界斗争全盛时期,0,3,0,0,,,context_only
民主墙宣传运动,0,3,0,0,,,context_only
反“清乡”、反“清剿”斗争,0,0,0,0,,,isolated
鄂川边游击战争,0,3,0,0,,,context_only
台面向马良部空投,0,2,1,0,,,strict_backbone
封建婚姻制度,0,3,0,0,,,context_only
湘西人民革命斗争,0,1,1,0,,,strict_backbone
奖学金基金,0,2,1,0,,,strict_backbone
党的纪律与政治教育,0,1,1,0,,,strict_backbone
脱党声明,0,6,0,0,,,context_only
北伐军战斗,0,5,2,0,,,strict_backbone
一八六师榕江地干班,0,3,1,1,,,strict_backbone
三轮车工人罢工事件,0,2,2,0,,,strict_backbone
小民革,0,3,0,1,,,context_only
随红一方面军长征,2,2,2,0,,,strict_backbone
桃源农民革命运动,0,2,2,0,,,strict_backbone
途经赣州发表演说,0,2,0,0,,,context_only
川陕苏区群众运动,0,3,2,0,,,strict_backbone
绥宁解放/土匪反扑,0,2,2,0,,,strict_backbone
黄口暴动后续,0,2,0,0,,,context_only
泰兴县工作委员会成立,0,6,0,0,,,context_only
江西奉新战斗,0,1,0,0,,,context_only
高山铺战斗,0,8,2,0,,,strict_backbone
各民主党派国庆日告同胞书,0,3,1,0,,,strict_backbone
黑河以南叛乱,0,3,0,0,,,context_only
耀云民兵,1,3,3,0,,,strict_backbone
红10军二进闽北,1,2,2,0,,,strict_backbone
蚌别战斗,0,3,1,0,,,strict_backbone
济难会工作,0,3,0,0,,,context_only
鄂豫皖特区委员会成立,0,2,0,0,,,context_only
石牌镇战斗,5,8,8,0,,,strict_backbone
紫北战役,0,3,0,0,,,context_only
国民二军改编,0,3,0,0,,,context_only
新妇女运动,0,6,0,0,,,context_only
平越县战斗,0,1,0,0,,,context_only
夺枪撤离/搏斗日军,0,1,1,0,,,strict_backbone
湖南农民运动考察,0,5,3,0,,,strict_backbone
江津民众剧社,0,15,1,0,,,strict_backbone
阳新县城进攻行动,1,4,4,0,,,strict_backbone
女团员巧计捉匪首,0,4,2,0,,,strict_backbone
黎榕从合围背景,0,1,0,0,,,context_only
第五次反‘围剿’斗争,0,8,5,0,,,strict_backbone
旺苍坝追歼战,0,3,3,0,,,strict_backbone
旱田坝追悼会,0,3,1,1,,,strict_backbone
五·二〇罢课游行,0,2,2,0,,,strict_backbone
修复岷江索桥,0,4,1,0,,,strict_backbone
大寨池诱敌混战,1,5,1,1,,,strict_backbone
改造朱爱周军政,0,3,1,0,,,strict_backbone
反抽资、反搬迁斗争,0,0,0,0,,,isolated
交防伪军,0,5,3,0,,,strict_backbone
中共川陕省第一次党代表大会,0,3,2,0,,,strict_backbone
西龙战斗,0,3,1,1,,,strict_backbone
追击敌军与发动群众,0,2,1,0,,,strict_backbone
解放后的工作安排,0,3,2,1,1949-01-01,1949-12-31,strict_backbone
成都座谈会,0,5,2,0,,,strict_backbone
独立旅攻克亳州,0,5,3,1,,,strict_backbone
溧阳战斗,0,2,2,0,,,strict_backbone
苏维埃工作/土地改革,0,5,5,0,,,strict_backbone
阜宁战役,3,14,6,1,1945-04-01,1945-04-30,strict_backbone
宣传共产主义真理,0,3,0,0,,,context_only
五·一国际劳动节纪念活动,0,3,0,0,,,context_only
工农起义,0,2,2,0,,,strict_backbone
涪陵、丰都等地暴动,0,1,0,0,,,context_only
盘江南岸工作,0,3,1,0,,,strict_backbone
三岩,0,2,0,0,,,context_only
西撤会合,0,1,1,0,,,strict_backbone
密电码获取任务,1,3,1,0,,,strict_backbone
赣北靖卫队起义,0,3,1,0,,,strict_backbone
白花岭战斗,0,5,0,0,,,context_only
木黄战役,0,3,3,0,,,strict_backbone
吃撑饭斗争方式,0,3,0,0,,,context_only
《野花》壁报,0,1,0,0,,,context_only
借粮救济活动,1,2,2,0,,,strict_backbone
淮海战役 渡江战役,0,3,0,0,,,context_only
二·二二事件,0,6,2,0,,,strict_backbone
中共仁寿籍田地区的农民运动,0,5,5,0,1947-09-01,1947-09-30,strict_backbone
汉口英租界事件,0,2,2,0,,,strict_backbone
中国妇女抗敌后援会,0,3,1,0,,,strict_backbone
鄂豫边区革命活动,0,5,2,0,,,strict_backbone
狱中读书会,0,5,3,0,,,strict_backbone
地下交通线建立,0,6,1,0,,,strict_backbone
打破敌人封锁食盐计划,0,3,3,0,,,strict_backbone
望乡台战斗,0,3,0,0,,,context_only
洪水乡土改试验,0,3,1,1,,,strict_backbone
群众生活状况,0,3,1,0,,,strict_backbone
关子庙示威,0,3,0,0,,,context_only
皖西史组,0,3,0,0,,,context_only
红军围攻大定县城战役,0,3,0,1,,,context_only
协合总社,1,1,1,0,,,strict_backbone
东峰庵建党,0,2,2,0,,,strict_backbone
暴动起义,0,1,1,0,,,strict_backbone
洪泽湖大队,0,8,3,1,,,strict_backbone
解放大军渡江,0,11,5,0,,,strict_backbone
北伐军誓师典礼,0,3,1,1,,,strict_backbone
清产核资,0,3,1,0,,,strict_backbone
小练事件,1,6,2,0,,,strict_backbone
租佃债息条例,0,3,0,0,,,context_only
铁流,0,6,0,0,,,context_only
抗日动员,0,3,1,1,,,strict_backbone
包座之战,1,7,5,0,,,strict_backbone
会师大会,1,9,2,0,,,strict_backbone
基层斗争,0,1,0,0,,,context_only
白壁一带进剿,1,3,1,0,,,strict_backbone
反饥饿争生存运动,0,1,1,0,,,strict_backbone
西昌(礼州)推销站,0,3,1,0,,,strict_backbone
湘西少数民族问题,0,2,2,0,,,strict_backbone
溧水县抗日民主政府成立,0,2,2,0,,,strict_backbone
渠县武装暴动,2,5,2,0,,,strict_backbone
中共湖湘区第六次代表大会,0,2,2,0,,,strict_backbone
巧家县大寨起义,0,2,2,0,,,strict_backbone
农运工作与独支干事会成立,0,3,1,0,,,strict_backbone
武汉三镇解放,0,11,4,2,1949-01-01,1949-12-31,strict_backbone
深入产业工人运动,0,2,0,0,,,context_only
民运工作总总结,0,3,0,0,,,context_only
重庆“三三一”惨案省会后援会,0,2,0,0,,,context_only
汤团组建/打入敌伪,0,5,5,0,,,strict_backbone
解放海岛战斗,0,3,3,0,,,strict_backbone
抢救难童行动,0,6,1,1,,,strict_backbone
太平民团,1,2,2,0,,,strict_backbone
安宁县农民协会成立,0,4,2,0,,,strict_backbone
二月打土豪运动,1,1,1,0,,,strict_backbone
护八团精简与改编地方武装,0,5,2,0,,,strict_backbone
斗争旧军官,0,1,0,0,,,context_only
车桥战役,10,100,56,1,,,strict_backbone
京汉路大罢工,0,3,1,1,,,strict_backbone
会泽战役,0,2,2,0,,,strict_backbone
武胜石盘起义,1,2,2,0,,,strict_backbone
荆江大堤地雷布置,0,3,2,0,,,strict_backbone
罢工与游击战争,0,1,0,0,,,context_only
云南省学生抗日后援会,0,2,2,0,,,strict_backbone
活埋杜丁陈玉林事件,0,2,2,0,,,strict_backbone
动员会议,0,2,0,0,,,context_only
征粮草工作,0,3,0,0,,,context_only
巡视工作,0,8,2,0,,,strict_backbone
中国青年同盟,0,5,1,0,,,strict_backbone
游击队组织建设,0,2,2,0,,,strict_backbone
特务匪徒清剿运动,0,3,0,0,,,context_only
永新围敌之战,0,3,3,0,,,strict_backbone
讲授新民主主义与新人生观,0,2,0,0,,,context_only
救灾公演,0,1,0,0,,,context_only
汉阳铁厂工人罢工,0,5,1,0,,,strict_backbone
武镇区党部召开群众大会及游行,0,4,4,0,,,strict_backbone
湖北农民运动,4,10,8,1,,,strict_backbone
湖南全省第一次工代代表大会,0,2,2,0,,,strict_backbone
坚壁清野行动,0,1,0,0,,,context_only
圭山战役,0,1,1,0,,,strict_backbone
化装打碉堡与处死叛徒,0,4,3,0,,,strict_backbone
欢庆解放,0,3,0,0,,,context_only
重庆‘三一三惨案’,0,5,3,1,1927-03-01,1927-03-31,strict_backbone
驳船工人斩军用浮桥斗争,0,1,0,0,,,context_only
挺进云南,2,4,4,0,,,strict_backbone
打土豪分田,0,5,2,0,,,strict_backbone
湘潭县工人代表大会,0,2,0,0,,,context_only
威信县城攻防战,0,3,3,0,,,strict_backbone
党政干部会议,0,2,2,0,,,strict_backbone
天生关阻击战,0,14,7,1,,,strict_backbone
民兵代表大会,0,7,1,1,,,strict_backbone
抗日民族统一战线政策讨论,0,3,0,0,,,context_only
茶陵县妇女运动,0,1,1,0,,,strict_backbone
政治运动,1,1,1,0,,,strict_backbone
禁烟禁毒运动,0,13,8,0,,,strict_backbone
取消暴动,0,1,0,0,,,context_only
庙首乡公所战斗计划,0,3,0,0,,,context_only
金鸿口战斗,0,2,2,0,,,strict_backbone
张鹏飞武工队起义,0,1,0,0,,,context_only
京沪治安会议,0,6,1,1,,,strict_backbone
长沙狱中斗争,0,3,0,0,,,context_only
西进干部六大队五中队,0,3,0,0,,,context_only
上海五卅惨案,0,10,1,0,,,strict_backbone
失业青年大同盟,0,6,2,0,,,strict_backbone
1934年红军长征,0,4,0,0,,,context_only
奔袭夏邑县城,0,3,0,0,,,context_only
《安顺县读书会》,0,3,0,0,,,context_only
《毛泽东选集》第二卷出版,0,3,1,0,,,strict_backbone
缴获敌机事件,1,1,1,0,,,strict_backbone
第六战区战时青年训练大队,0,3,0,0,,,context_only
九人会议,1,1,1,0,,,strict_backbone
红军长征乌蒙山区回旋战斗,0,3,0,0,,,context_only
组织接头,0,5,0,0,,,context_only
军民合作站,0,4,2,0,,,strict_backbone
慰问演出,0,1,1,0,,,strict_backbone
初级社试办,0,1,1,0,,,strict_backbone
清肃罢教运动,0,4,4,0,1946-01-01,1946-12-31,strict_backbone
益智社/互助社,0,1,0,0,,,context_only
省农协特派员杨靖,0,3,0,0,,,context_only
昆明保卫战期间护厂斗争,0,3,1,0,,,strict_backbone
梁山虎南地区游击队活动,1,7,4,0,,,strict_backbone
亳县解放,0,4,2,0,1947-01-01,1947-12-31,strict_backbone
调查会,1,1,1,0,,,strict_backbone
台桥区赵官事件,0,1,0,0,,,context_only
猪头山保卫战,0,6,4,0,,,strict_backbone
港密湖工运,1,2,1,0,,,strict_backbone
反对张正坤斗争,0,1,0,0,,,context_only
许克祥部队捕杀共产党人事件,0,1,0,0,,,context_only
反对金元券晚会,0,3,0,1,,,context_only
政协综合小组会议,1,7,2,0,,,strict_backbone
小沙口战斗,0,5,2,0,,,strict_backbone
文教卫生计划生育,0,3,0,0,,,context_only
均县反革命暴乱,0,2,2,0,,,strict_backbone
宣威特支工作,0,3,0,0,,,context_only
缴枪不讨租,0,3,1,0,,,strict_backbone
水口山工人运动,3,15,15,0,,,strict_backbone
襄北战役,0,1,1,0,,,strict_backbone
寒塘坳战斗,0,2,2,0,,,strict_backbone
新田地方武装整编,0,5,4,0,,,strict_backbone
中美特种技术合作所大屠杀,0,3,0,0,,,context_only
平山团,0,1,0,0,,,context_only
北门碉堡坚守战,0,4,1,0,,,strict_backbone
敌工组织,0,3,0,0,,,context_only
召集会议,0,2,0,0,,,context_only
缅宁军事行动,0,1,1,0,,,strict_backbone
靖泰战斗,0,2,2,0,,,strict_backbone
李堡战斗,0,25,7,0,,,strict_backbone
罢工运动,0,24,11,2,1949-01-01,1949-12-31,strict_backbone
中共湘赣边界第二次代表大会,3,15,10,0,,,strict_backbone
李子树管理游戏,0,1,1,0,,,strict_backbone
徐海蚌特委代表大会,0,3,1,0,,,strict_backbone
桃江镇农民自卫队,0,1,0,0,,,context_only
反饥饿、反内战运动,0,7,2,0,,,strict_backbone
团防,0,5,0,0,,,context_only
撰写纪念“五卅”文章,0,2,0,0,,,context_only
小鱼洼誓师大会,0,2,0,0,,,context_only
战备动员,0,3,0,0,,,context_only
扩大会,0,5,0,0,,,context_only
黄陂大捷,0,3,1,0,,,strict_backbone
持久围攻堡垒,1,3,1,0,,,strict_backbone
永丰龙岗战斗,0,2,0,0,,,context_only
四·一·O反革命事件,0,2,2,0,1927-01-01,1927-12-31,strict_backbone
潭口暴动失败,0,3,0,0,,,context_only
成都惨案,0,2,2,0,,,strict_backbone
菜家围子战斗,0,1,0,0,,,context_only
炉山整风,0,5,0,0,,,context_only
师宗县城攻克战,0,3,1,0,,,strict_backbone
教师应变会,0,2,2,0,,,strict_backbone
撤出战斗,0,5,0,0,,,context_only
不忍参加内战,0,7,1,1,,,strict_backbone
彭山农民暴动,0,2,2,0,,,strict_backbone
川北工作,0,5,0,0,,,context_only
经济斗争与反特工作,0,2,1,0,,,strict_backbone
攻打湖北督军王占元战斗,0,2,1,0,,,strict_backbone
分盐运动,0,7,5,0,,,strict_backbone
白塔沈渎桥朱林镇搜剿,0,3,1,0,,,strict_backbone
三五书店开业,0,4,4,0,,,strict_backbone
红军长征过境行动,0,4,0,0,,,context_only
建水堵击战,0,3,3,0,,,strict_backbone
女壮丁训练,0,3,0,0,,,context_only
滇黔边区民族自教军,1,2,2,0,,,strict_backbone
汉阳钢铁厂工人罢工,0,5,5,0,,,strict_backbone
青坪寨战斗胜利,0,2,2,0,,,strict_backbone
巢湖大队,0,2,0,0,,,context_only
运军粮,0,9,1,0,,,strict_backbone
反动武装围攻战斗,0,2,2,0,,,strict_backbone
领导学潮,0,1,1,0,,,strict_backbone
土匪破坏活动,0,2,0,0,,,context_only
工人罢工斗争,0,21,10,1,,,strict_backbone
边区县撤销,0,3,1,2,,,strict_backbone
北伐大革命,0,5,2,0,,,strict_backbone
贵秋东县委成立,1,2,2,0,,,strict_backbone
