主体ID,主体名,主体类型,谓词,客体ID,客体名,客体类型,省份,时间
IENT-a38757d8ab61c34213004fdf,武纪彬,Person,led,IENT-800d1ed7ab2bb969130fb202,抚州军分区独立支队,Organization,,
IENTREPAIR-65ab98e79078b2327fabed04,中国人民解放军第四野战军第三十八军第一一四师,Organization,liberated,IENT-93e74048c3ee21ce38cb1eda,河口县城,Place,,
IENT-8d58e0ab674cc1b129ddb845,一一四团,Organization,fought_at,IENT-ade884f6913a82633a189da3,乌龟山,Place,,
IENT-a033bd74bd02743360c68fe2,省工委,Organization,dispatched,IENT-6e203b8be3b50b6e5aa32bfc,苏子俊,Person,,
IENT-d038f4eaf9398f23618e8903,黄士、彪,Person,active_at,IENT-cc2f777a18a8fb47de642187,万年县,Place,,
IENT-a018f159b19f6861a3ceaa50,杨中育,Person,held_position_in,IENT-0f6346f3496ed6d5faaa1f4e,中国西部科学院党支部,Institution,,
IENT-3590afe19d91b2736fede406,舒德基,Person,contacted,IENT-cd987302134a76134c4e8026,邱德基,Person,,
IENT-72e32df045f92a97708ea5c0,中共中央,Organization,guided,IENT-2df56f5147566bb050599e92,湘鄂西中央分局,Organization,,
IENT-bd9b92ee9450a4393d42760e,陈恭,Person,participated_in,IENT-6d8f289e9708d99f48395dac,南昌起义,Event,江西省,1927-01-01
IENT-0109d497bb31da73005a1ffb,傅晓楼,Person,dispatched,IENT-959ef99e4c0961b896df5d66,李富华,Person,,
IENT-0f067ccd65a04dfff69d10eb,瞿秋白,Person,imprisoned_at,IENT-6f1050d7feb3b3e563adc09c,龙溪绥署,Place,,
IENT-a41c28b190e761c15719f30e,邓容,Person,active_at,IENT-bba848b2e43ac334cb6e13ca,中峰乡,Place,,
IENT-fa9c06c2c680eddf9b68ec19,孙绍武,Person,active_at,IENT-e2c1cff04becafac0247bd23,黄平,Place,,
IENT-aa7e4e4b3180dfe19569a911,国民党左派省党部,Organization,organized,IENT-a4d38214f79bfb16d3bf96cf,打枪坝群众大会,Event,重庆市,
IENT-2dcff754b00271a2a2be4054,江述秋,Person,member_of,IENT-94918549822d84e62f990bbd,中共华容支部,Organization,,
IENT-b31ade2c9956993130de6e79,叶绍奎,Person,participated_in,IENT-fdcfcbeefda7db15f353e587,红岩整编,Event,贵州省,1937-10-01
IENT-cd44f15247b0d3a308df6642,中共临时中央,Organization,guided,IENT-f90c1132d58cf213b956be88,赣东北省委,Organization,,
IENT-2649e1b938051a4efb6adee1,杨西林,Person,fought_at,IENT-c473c9d3a56dbc2652c5659c,赣江,Place,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,held_position_in,IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,,
IENT-f5db19f2952999b0dc372a27,俞和盛,Person,led,IENT-bd1e26fc92ff9db58e3ed508,杉溪武装起义,Event,,1922-05-01
IENT-039697253bd4d0e38a38b41c,傅秋涛,Person,led,IENT-448e9833ffa61eb8a3e98215,湘鄂赣人民抗日红军军事委员会,Organization,,
IENT-868ad1d1ca6ba0856925a322,罗恩源,Person,authored,IENT-f4f032c376b4f797f14cc800,《大家看》,Document,,
IENT-6ae0f79a3389827b8648c3df,徐向前,Person,responsible_for,IENT-c6a67e835687dde19afdc525,川陕苏区,Place,,
IENT-cfcf555db6ce7b962c059807,中国劳动组合书记部,Organization,supported,IENT-95d9df518bb8ce69e1bb28bf,浦东纺织工会,Organization,,
IENT-8435e422aa417f3411fbbbdd,周文,Person,active_at,IENT-a0759af0d5d2a237c1605699,阳明山地区,Place,,
IENT-6ec1b6458b94ee988a34875b,方永乐,Person,member_of,IENT-d6fb402fdca99307908af1d8,红二十八军,Organization,,1927-08-01
IENT-a3c543bf7e5edfa578e26715,曹大骏,Person,traveled_to,IENTREPAIR-1fec471f9d1ad8ca84075201,大冶,AdministrativeRegion,,
IENT-d9af8b9e7d919bb7b81a0e4f,滇西工委,Organization,member_of,IENT-46a9ff1012a8b7d392c82495,人民自卫军指挥部直属大队,Organization,云南省,
IENT-b2d00ff37947e93a2bc85367,王朴,Person,responsible_for,IENT-b5b15fde6466bcca857d8642,南华企业股份有限公司,Organization,,
IENT-dc966870c51e77309d613b8f,董玉堂,Person,active_at,IENT-01bf2f86abbf3a05d68dc900,平武县,Place,,
IENT-38236e14eb8aa2b30e82e874,张文锐,Person,introduced,IENT-d6bd551ea45f90688fd130cb,杨秀芳,Person,,
IENT-c2d566e1357c128005f84196,项英,Person,created,IENT-4476ef513eb3c46821754b93,赣南军区,Organization,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,led,IENT-6b77c6f2d01bdc1f6ac5e33e,中华苏维埃人民共和国川滇黔省革命委员会,Organization,,
IENT-5f367ca744a93f29000806a6,红军,Organization,captured,IENT-a530542b3fb4db84cdb3198e,巩县县城,Place,,
IENT-25c1c20db89320a456c86b19,中央红军,Organization,fought_at,IENT-cc8eeb635489c49ba5ee6bd6,遵义,Place,,
IENT-5651d7fa2ec14016908a1e9d,蒋介石,Person,dispatched,IENT-88068a2abfa1c357194adc9b,堵截红军,Organization,,
IENT-099ad1bf8fef2e21075c318e,叙述者,Person,created,IENT-ab6412f48113ce035c7619ea,中共长者八颗支部委员会,Organization,,
IENT-9d8ef1ba297eb9b830dc1173,柏寒,Person,contacted,IENT-b9567ae477de535785d7a57c,也庭宾,Person,,
IENT-ba85b5d774043ac3def2d825,吴传雍,Person,active_at,IENT-06803e509f4660e89b587f02,贵州省镇远,Place,,
IENT-581588f71eb6b612f95ccdda,陈光远,Person,imprisoned_at,IENT-30857ebcc9879812c6673c46,贵州省保安处警备司令部,Place,,
IENT-d5e50cb74c47fb122449d319,许老五,Person,responsible_for,IENT-be3ff9857639767f0a769a1b,海口洲农协会,Organization,,
IENT-0e9f1f66f6fd0377a6600152,杨再元,Person,active_at,IENT-0be9a80c70121b4a5ec80a44,雷公山,Place,,
IENT-0e3634250f03c45bf292936c,彭加伦,Person,held_position_in,IENT-f13b1aa2f9c4c89c98f9570b,红二十二军独立团,Organization,,
IENT-49848483ca54f4e7efc93b31,边纵十支队,Organization,fought_at,IENT-b4ad8682462f4ed51b93fad2,红河地区,Place,,
IENT-2e116f5554d7b86e10c67b4c,胡柏寿,Person,held_position_in,IENT-721ffaa8c45791eb7d74c6d3,维文学校,Institution,,
IENT-5055a9aadd2aca93487dbd1d,闽浙赣省苏维埃政府,Organization,stationed_at,IENT-c84dac4133e0c749ecd283b5,枫林村,Place,,
IENT-b9edef7660c126f9a1ee1bbc,红四军,Organization,organized,IENT-5dc838229decb8a1bff4b03c,古田会议,Event,福建省,1929-12-01
IENT-221f6219b65b53229640656d,肖去非,Person,contacted,IENT-31bbef596c41303cd5b73a62,傅本云,Person,,
IENT-3b710ec98026ab4b2c2c7921,欧阳洛,Person,born_at,IENT-786b7e8de7417b49dd77f480,欧阳洛出生地,Place,,
IENT-5d3812dd3a4b513ac3f00da4,李硕勋,Person,active_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,上海市,
IENT-6a8153855fede43ae425496c,杨玉枢,Person,led,IENT-63ff5ca7bc957d000eb84d7c,协合总社,Event,,
IENT-2eda45000ff5f5fc3a25e492,红二六军团,Organization,fought_at,IENT-f895ffd542958b87017850c8,将军山,Place,,
IENT-b93274c5c38001d0de4a0025,陈海松,Person,born_at,IENT-745ceb759c03a36ee6e29807,李陈洼,Place,,
IENT-ebc32ead7e9f7cb868276d10,刘渝民,Person,active_at,IENT-4d5ada4f2ae4c700bd409fdb,合川,Place,,
IENT-57b785fb6a4a237c5ce6fbcc,李平,Person,active_at,IENT-516b46d07da1000657ea20b8,圭山地区,Place,,
IENT-81c39085b7a28c621c592c34,黄立贵,Person,fought_at,IENT-099b3d1b61ed013abbf3d841,广丰县,Place,,
IENT-54fc819a281d49a8231f3a76,郭子卿,Person,contacted,IENT-0c6bd1a49af17525e304cafd,何光文,Person,,
IENT-13eb16792629d910ea56604c,川滇黔省革命委员会,Organization,led,IENT-8d40bda243cd105bb9599051,扩红运动,Event,,
IENT-b5a1bb6072e162e3490592a4,土地革命,Event,influenced,IENT-edcf45f61b306c1348be6a15,鹤峰苏区,Place,,
IENT-25c1c20db89320a456c86b19,中央红军,Organization,participated_in,IENT-9c7d7b7006f83e53a375f148,川西会师,Event,四川省,1927-08-01
IENT-1c57cb74317becc6449189f3,新红十军,Organization,captured,IENT-6db778e9515ba38e058c26ad,开化县城,Place,,
IENT-98df8d9a4297c05315569bab,林育南,Person,participated_in,IENT-f9dee5b65a96b5aaaf7825e1,武汉五四爱国运动,Event,湖北省,
IENT-bb6c85181b3125caab87eeae,唐子坤,Person,participated_in,IENT-876ba0f53543783a34fa5360,淮阴南风凰集战役,Event,,
IENT-ff619a24e53d80f939376802,上海惨剧,Event,occurred_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-fa4f90f60b0394b581d73586,李怀芝,Person,member_of,IENT-0edd41bdb1ba38eaab366737,中共仁寿县委,Organization,,
IENT-f3a505b4165cf599c3ba43de,南芜游击队,Organization,captured,IENT-a4b2318ee0b7d222290884ab,赵桥伪保安队据点,Place,安徽省,1945-01-01
IENT-1b3762d991f1f47328df71ec,石林,Person,born_at,IENT-dd331ad9e856da5c4d4cd641,安徽舒城县,Place,,
IENT-e97781a48ead4c838280f735,杨超然,Person,participated_in,IENT-9f115402cbc4abc95cab03d9,丽江解放,Event,云南省,1945-08-16
IENT-3642820c5d66dfebc8a54ffa,黄经成,Person,active_at,IENT-44b57e20029a3d75a8261d3d,江浦县,Place,,
IENT-8bcb463cba7505bb0d5e2ab6,方志敏,Person,active_at,IENT-e3ccf2c31da9bfb127855702,贵溪县,Place,,
IENT-0a8aa3245cb672282538dc8b,杨长慈,Person,influenced,IENT-d457e55d8fb730c93ac0411c,武汉解放,Event,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,created,IENT-283b7c469a6b61ee0053562d,工农革命军教导队,Organization,,
IENT-5c36c3222b1fb6c44d0029df,罗崇藩,Person,active_at,IENT-4d5ada4f2ae4c700bd409fdb,合川,Place,,
IENT-2232edde85e8dee8dafc67d1,傅连暲,Person,created,IENT-dd6e55472bd33d0b3390f540,中央红色医务学校,Institution,,
IENT-ea0f2e4804711933a8615fbb,李富春,Person,captured,IENT-8204b772c9522351c55f6fea,清江县城,Place,,
IENT-468d69cfb3cf8239c54cbdb8,川东特委,Organization,dispatched,IENT-c0442640f8fa5cdea7b6c138,赵庆提,Person,,
IENT-3523b5f61b506f290bdea141,朱由铿,Person,organized,IENT-c9c455abe0eb05b148621316,反帝宣传,Event,,
IENT-2d7ccb728dca02bb326c06d6,方正,Person,worked_at,IENT-ed4c13a66c5a2a8cc40749ca,横峰中学,Institution,,
IENT-bc3c1aaf80f40d1003128f52,唐信福,Person,worked_at,IENT-b60cd02f5e1a89bdc4b009cc,北碚区,Place,,
IENT-8e5a0b7e8b71985bf3400b30,邓初民,Person,supported,IENT-388b2627203fe23cc1f0cb88,车耀先,Person,,
IENT-823e3c5a8d8c2df199272032,李宣明,Person,supported,IENT-9b7c2b068e84e8401abc0f17,李和才,Person,,
IENT-f35a32bac83af494d2766af0,彭德怀,Person,active_at,IENT-edb4c0ba0d2bc703fc095eae,平江县,Place,,
IENT-2b85d9dac29922c8a9abddb3,丁地平,Person,imprisoned_at,IENT-f83a012af02168c5205566ef,白公馆,Place,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,carried_out,IENT-8f62fe53122e4a1efafcbf6b,西征,Event,,
IENT-c4740b12cb3b51e24aa18988,张太雷,Person,participated_in,IENT-829a44378860046bd57d6d65,中国社会主义青年团第二次全国代表大会,Event,,
IENT-da5344fba19769d10b61dcef,红一方面军,Organization,fought_at,IENT-781889da459219c3df78040a,湘江,Place,,
IENT-5279b03c0659a28f68caca06,王广清,Person,participated_in,IENT-29ee85bce5801a1b03db2e3c,雪凉合围,Event,湖南省,
IENT-c960386923966d384318b02f,六支队,Organization,supported,IENT-4327732e658e3e0a04eaa196,伏质彬,Person,,
IENT-73cc99b7ca920aa569cde6cd,郭亮,Person,member_of,IENT-d2d5f668d1515ae4534b2c86,中共湘区执行委员会,Organization,,
IENT-d4a5eb96ad671ce1ecdeeefa,邓茂昌,Person,organized,IENT-bb6fa7841469edb8f315bc85,清峡前方办事处,Organization,,
IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,fought_at,IENT-f8e75dee555bb5cc82864909,便水地区,Place,,
IENT-865d95ae6d604a9cf25a870e,新四军十六旅,Organization,participated_in,IENT-fae651c6833bc1192c78af9e,溧高战役,Event,,
IENT-8745b05e68f44fa7c7f217f5,彭咏梧,Person,led,IENT-2f5c99bcc003af7649773a58,石船小学,Institution,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,opposed,IENT-160987d9cfceecee8c152f01,张国焘,Person,,1936-05-01
ITOPIC-5179062814703bf9a3f2a649,"要古巴,不要美国佬",CreativeWork,mentioned_in,ITOPIC-ac36b0da6459fc76c2a35f36,探索之路 杭州市社会主义时期党史专题集 1_11600664,Document,,
IENT-8c5d0609798b85c2a213d0a7,俞炳辉,Person,contacted,IENT-29087eb2264a776d8e7c83a7,八路军南下支队,Organization,,
IENT-ef5eb6dfe3d858456e6271c0,舒兴汉,Person,participated_in,IENT-157c2855c1c29d45e24ab946,汉口警察局策反工作,Event,,
IENT-2eb309346ecdac0a55aa22d2,王致中,Person,active_at,IENT-0956df3b816f76d8b7016e1e,江北,Place,,
IENT-30ad9e1f033bf107db393ae3,王楚珩,Person,contacted,IENT-0979cb650be7dbdc402e30a1,廖竹,Person,,
IENT-23dc46d842654fb499a0c698,陈毅,Person,participated_in,IENT-57eabc8f9ddc83ff438dc5e3,宿北战役,Event,江苏省,1946-12-01
IENT-03036afdd0702717dbecce19,朱毛红军,Organization,captured,IENT-fce22a1aa2c1836ac59f2146,赣西苏区,Place,,
IENT-712dc476f071f8b6f70015c6,刘东生,Person,held_position_in,IENT-77cd143df81f03bed201bb33,湖南水口山工人俱乐部,Organization,,
IENT-239125a48d9176469bb6c0bc,何宗汉,Person,led,IENT-f54a10167e3403654a6546e2,湘南游击纵队,Organization,湖南省,1949-05-01
IENT-01d4b070867ab10f9ca804a5,王丰庆,Person,member_of,IENT-a84676a2dc05fed7513e0f8b,皖赣特委,Organization,,
IENT-283c0859f795de4d09a38dad,张树仁,Person,supported,IENT-88fe39cdec1338a9e1dcd2b0,柘汪战役,Event,,
ITOPIC-d79c13a8fa27b2995d453b18,赣西南区党委党校,Organization,mentioned_in,ITOPIC-1d84a70234ab09129bcacd44,337.txt,Document,,
IENT-b7e46cfe553f1429ac47b336,耿 丹,Person,met_with,IENT-b845d319953ddc666600552a,林伯渠,Person,,
IENT-df45b784dcfef9c6e7df4f1b,刘达九,Person,influenced,IENT-343e711f6f1b71c2a414b409,宋少华,Person,湖北省,
IENT-78e625ed0502f48ab2aeab1e,赵子兴,Person,member_of,IENT-95fae4317813cffc90df9a4f,皖南支队,Organization,安徽省,1937-07-07
IENT-8b9207f88ec8fd86dff3a277,中国共产党成都市委员会,Organization,led,IENT-707d9270e5fc4218fc8b08b1,抢米暴行事件,Event,四川省,1938-01-01
IENT-ea0fae4fc8297fcefaf4e40c,欧阳崇庭,Person,led,IENT-209c5ef5605bfb469832cb9e,齐心会,Organization,,
IENT-f47cc6028c9135896a2e3029,后援会,Organization,organized,IENT-6fe9d57b45ae4f7f3823fe7d,抵制日货,Event,,
IENT-e9c1543f6c2ff2590cbf0c68,两湖农民运动,Event,occurred_at,IENTREPAIR-069ead56a3ae256c9b1e2023,湖南,AdministrativeRegion,,
ITOPIC-b3eceeaec10ec32251eb838b,云南脱贫攻坚精神,Spirit,has_value_facet,ITOPIC-7e8ba04ae31fc926e93015a5,尽锐出战,ValueFacet,,
IENT-1d860bb95c434b831caab348,鄂西北军区党委,Organization,active_at,IENT-989c0fd2c62ea1a5917daaab,襄河以东地区,Place,,
IENT-0b334312eecf4585042dc00e,赵丹,Person,active_at,IENT-2267924dcb2c518fd045b725,苏码头,Place,,
IENT-fa196e7e31bfa58c30b8e428,谢克庄,Person,contacted,IENT-b955d467ae18f8b245447b86,赣南支队,Organization,,
IENT-2b654a36fc3fc89ad9792b43,陈光保,Person,participated_in,IENT-5e30e47ddd06eca5f5d99e59,攻破宁远县城,Event,,1927-08-24
ITOPIC-2122ee5158d3fe2dc5f7744d,辛亥首义精神,Spirit,has_value_facet,ITOPIC-f6d8096887560e26473fc674,振兴中华,ValueFacet,,
IENT-8bcb463cba7505bb0d5e2ab6,方志敏,Person,collaborated_with,IENT-0d73b177ea970ae1d063fa3f,粟裕,Person,,
IENT-5f367ca744a93f29000806a6,红军,Organization,carried_out,IENT-fd19c84a87eb7d9f54ac7355,"打土豪,分田地",Event,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,traveled_to,IENT-033885763ef6261544d10781,胜境关,Place,,
IENT-a507a90902698cebd2e0aed2,中共代表,Organization,participated_in,IENT-05a32c88b198dd690e9fbc7d,重庆谈判,Event,重庆市,1945-08-01
IENT-fcbc85c4aa56bf845e73be20,赖卫民,Person,created,IENT-8c29b56a432ffcd45a1f0e44,元谋县民主青年同盟领导小组,Organization,,
IENT-b93c36c27b5ec9d38f210187,辛白,Person,worked_at,IENT-7e9a412372d9168e3fe90ca0,盐亭为公中学,Institution,,
IENT-5268cedb0304e614365800f5,余华,Person,active_at,IENT-c43f0b975a851d01b1c8254a,皖浙赣边区,Place,,
IENT-c7ce0a223e2fbd0b386c691f,王少和,Person,led,IENT-9e0a60baba52b8ebde1054bf,江越支队,Organization,云南省,
IENT-b2c804d12adf4ea0a4e5d4ce,张木天,Person,supported,IENT-c4a13d02fccaae5328262e36,尹刘事件,Event,,
IENT-289431f1c37539c3d31f77b7,李散之,Person,participated_in,IENT-96a0cfc854020a167f0602b3,荣昌县抗日救亡运动,Event,,
IENT-8ca6ef3d6faaf2de430b0296,游击队,Organization,fought_at,IENT-d11200d648c38f9921ea8641,内良圩,Place,,
IENT-fad3006a1ded774f257b3ff5,袭击李店保卫团,Event,occurred_at,IENT-1a8060cf3ab00cb02f8acd6e,李店,Place,,
IENT-a468d3c067bdc320412eb117,喻凌翔,Person,worked_at,IENT-69c2b87a5d6b0d00ddd909c7,江北治平中学,Institution,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,traveled_to,IENT-a130cfefd7094c0b80117812,湘鄂西,Place,,
IENT-cb6dbcb51fd923d9b8d111d7,霍恂,Person,recruited,IENT-8f289576a9abb69bc4580eaf,王作之,Person,,
IENT-d461f047a764d1d1f869a7fd,乌江战斗,Event,occurred_at,IENT-cecb111a3b6b0b1ef5a0d6d5,乌江,Place,,
IENT-9fa2257bbb90504fa47354de,龙会区党支部,Organization,active_at,IENT-7ba118739a6093a52a712bca,陈家寺,Place,,
IENT-e1a0e0f64966fa22e44016a0,周达五,Person,guided,IENT-d9321a7192e5c611552b9b89,廖蔚成,Person,,
IENT-584227990b22012dcdc3ed49,张立,Person,active_at,IENT-a93daf2811b59c84d571f3a9,德江,Place,,
IENT-2f8c07b53a96a0573ef5e102,张良诚烈士牺牲,Event,occurred_at,IENTREPAIR-6a6b58a1a9a41a8b0aa797b8,南京,AdministrativeRegion,,
IENT-7389dad5a868965166c49870,肖克,Person,participated_in,IENT-aa4b02ee0b65defda6e21901,盘县会议,Event,,1927-08-01
IENT-26fffece420d961096ab7ada,王成志,Person,active_at,IENT-cd3676541504ca99c163fdca,平川院,Place,,
IENT-db54fe3c0d08cf124baf1a91,刘直夫,Person,family_of,IENT-321a1df067e0859614be1d99,刘治国,Person,,
IENT-4e683aaf8e2a36e99be83f88,张中文,Person,worked_at,IENT-0cd8e14754e855b9a5b0b957,武汉大学,Institution,,
IENT-829c9b25d15d397ef514eea2,张文轩,Person,contacted,IENT-a1dd809db4bddbb3f634420e,陈烈,Person,,
IENT-c0143cf4883dadf668af0268,柳直荀,Person,led,IENT-62121e8720bfcf4afee3e690,鄂西分特委,Organization,湖北省,1927-08-01
IENT-d25289976c4a5c4a31e4afa9,雷晋乾,Person,led,IENT-52df38139023ffb692e42e21,岳北农工会,Organization,湖南省,
IENT-37d2e239240aa363b73cdabd,黄动,Person,responsible_for,IENT-786ea9a508d1f348d7ab1c0e,南洋兄弟烟草公司,Organization,,
IENT-53d0f175e3872cd3998836db,县苏维埃政府,Organization,organized,IENT-7424599edd0df30295099e0e,列宁高级小学校,Institution,,
IENT-120ae55c7c34b05c5d688bcc,杨立支,Person,participated_in,IENT-34e5ba9932626106c28d1db4,翻越巴山先遣团,Event,,
IENT-b943a02cf723435b447bde98,小向,Person,contacted,IENT-3c70b32c4d94c428afa3bf1c,冯玉祥,Person,,
IENT-bbc8e3519eabc1563db3d6bd,陈世昌,Person,active_at,IENT-e620710876a6b0047ad5d849,中甸、宝岩及易门、铜厂,Place,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,participated_in,IENT-929cce1a12319fb0bcdefdb9,收编神兵头目黄应昌及其神兵,Event,,1928-01-01
IENT-c4740b12cb3b51e24aa18988,张太雷,Person,participated_in,IENT-99fb26e318e3dcac70bd3110,广州起义,Event,,
IENT-513122a5f46a3796f412159c,徐铸钟,Person,active_at,IENTREPAIR-53c6568dd98ba157240d299a,杭州,AdministrativeRegion,,
IENT-ceb3a9d615578d82fd9ff286,土地改革,Event,occurred_at,IENT-3ea37d93bc8b6a2172029902,苏南,Place,,
IENT-5cdcb5ab4c3dc7be1ba77023,赵博生,Person,member_of,IENT-22911f25df8f366d73aad629,二十六路军,Organization,,
IENT-3c2d615e3b7962fa18776e18,许南波,Person,member_of,IENT-9ae1685e8b20a92827dd7b0b,陆良县解放委员会,Organization,,
ITOPIC-fc78c65b61403faa0b2ad12e,抗疫精神,Spirit,has_value_facet,ITOPIC-083dd8c37ac99979b331ec0a,生命至上,ValueFacet,,
IENT-ea6f74ffd72e92383841f75f,谢雨明,Person,active_at,IENT-b682dfaa374974ca4af96842,潜山万尖乡,Place,,
IENT-8d16fa17ee30561fc385674e,中共湖南省委,Organization,dispatched,IENT-4555d83a13a4da7c5b128f5d,余锡藩,Person,湖南省,
IENT-ac61740efa964334fc80e5d3,缪祥烈,Person,participated_in,IENT-754c377d7c3d3ef6a7d7ecbf,一二·一运动,Event,云南省,1945-01-01
IENT-de874e45f06467416a577aa2,王步文,Person,led,IENT-5402c8b02d281a7f6dddd703,二七惨案后援会,Event,安徽省,
IENT-fb237961a0e19ed2c1762469,彭雪枫,Person,participated_in,IENT-80983d466b13fadee0404889,四渡赤水,Event,,
IENT-cb5b7df39ef15327d803f181,李德仁,Person,organized,IENT-288ad59614350f565c45cebd,板中党支部,Organization,,
IENT-7130ec3495c3490c5776d806,杨耀宗,Person,fought_at,IENT-f35d47e0cbf8672a895109bb,南皋,Place,,
IENT-75df5aebff5ae93d94818dae,云南全省解放,Event,influenced,IENTREPAIR-326bb55a0bc4a353fded9b58,昆明,AdministrativeRegion,,
IENT-ea7645a9042cc88336b087d7,张连长,Person,participated_in,IENT-82940511c597f87713a4ddd0,綦江武装抗捐斗争,Event,,1928-01-01
IENT-36903612b8242ed1c410bb76,张兴富,Person,held_position_in,IENT-6952a5ff89d7dd0eb106b15b,中共中央南方局领导下的重庆青年科学技术人员协会,Organization,,
IENT-dd371f59b9c4a39fcd76f812,恽代英,Person,trained,IENT-7249f1b078c480e0b26696a6,李立之,Person,,
IENT-4f568ef8ba0a91a6368e66f5,许英,Person,active_at,IENT-b6a84039fc5bb9c22e6f8829,苏西,Place,,
IENT-53509c566ae74a5fe97177b6,中共云南省特别支部委员会,Organization,influenced,IENT-051e6a88e22244e756171d77,工人运动,Event,云南省,1926-01-01
IENT-ef30ed61dcc21c492c1eb4e4,黄道,Person,collaborated_with,IENT-507149af5eaf69dae53a6a61,邵式平,Person,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,met_with,IENT-73e47a4ebd52851a5af3d910,王震,Person,,
IENT-b9b8e76ba10abfea91d78e09,汪安国,Person,active_at,IENT-a235cf1d337326cca6d3a814,东固,Place,,
IENT-788bc25e0354cf52c0bf05a1,欧阳照,Person,participated_in,IENT-140ee64eef13281294052579,驱逐反动省长赵恒惕活动,Event,,
IENT-d344f3f6b0c187113d54c525,吴老满,Person,protected,IENT-30240a230bd0e97608ca2948,红军伤员,Organization,,
